Archivo Fuente,Entidad,Fecha,Caja Ahorro M/L Nominal,Caja Ahorro M/L Efectiva,Caja Ahorro M/E Nominal,Caja Ahorro M/E Efectiva,CDA <= 180 M/L Nominal,CDA <= 180 M/L Efectiva,CDA <= 180 M/E Nominal,CDA <= 180 M/E Efectiva,CDA <= 365 M/L Nominal,CDA <= 365 M/L Efectiva,CDA <= 365 M/E Nominal,CDA <= 365 M/E Efectiva,CDA > 365 M/L Nominal,CDA > 365 M/L Efectiva,CDA > 365 M/E Nominal,CDA > 365 M/E Efectiva
BANCOS-Mayo-2025.pdf,Banco Nacional de Fomento,F052025,"0,37|0,57","0,37|0,57","0,15|0,32","0,15|0,32","2,43|3,45","2,46|3,48","2,34|2,50","2,37|2,52","3,67|5,45","3,73|5,45","2,69|3,25","2,72|3,25","5,46|6,95","5,60|6,95","3,15|4,50","3,20|4,50"
BANCOS-Mayo-2025.pdf,Banco de la Nación Argentina,F052025,"-|0,50","-|0,50","-|0,12","-|0,12","3,00|4,00","3,00|4,00","0,80|1,20","0,80|1,20","4,50|4,50","4,50|4,50","1,30|1,80","1,30|1,80","6,50|6,50","6,50|6,50","2,00|4,00","2,00|4,00"
BANCOS-Mayo-2025.pdf,Banco GNB Paraguay S.A.,F052025,"-|0,01","-|0,01","-|0,01","-|0,01","2,50|4,00","2,53|4,07","1,05|1,50","1,06|1,51","4,00|5,00","4,07|5,13","1,50|2,00","1,51|2,02","5,00|6,00","5,13|6,18","2,00|3,00","2,02|3,04"
BANCOS-Mayo-2025.pdf,Banco Do Brasil S.A.,F052025,"0,01|0,70","0,01|0,70","0,01|0,25","0,01|0,25","1,00|4,50","1,00|4,59","0,80|3,20","0,80|3,25","1,00|5,00","1,00|5,12","0,80|3,80","0,80|3,87","1,00|5,50","1,00|5,64","0,80|4,00","0,80|4,07"
BANCOS-Mayo-2025.pdf,Citibank N.A.,F052025,"0,05|0,35","0,05|0,35","0,01|0,12","0,01|0,12","0,76|1,25","0,76|1,25","0,71|1,00","0,71|1,00","1,26|2,00","1,26|2,00","1,01|1,50","1,01|1,51","2,01|2,25","2,01|2,25","1,51|2,00","1,52|2,02"
BANCOS-Mayo-2025.pdf,Sudameris Bank S.A.E.C.A.,F052025,"-|0,10","-|0,10","-|0,10","-|0,10","-|2,00","-|2,02","-|1,50","-|1,51","0,25|3,00","0,25|3,04","1,00|2,25","1,00|2,27","0,05|5,50","0,05|5,64","0,10|3,00","0,10|3,04"
BANCOS-Mayo-2025.pdf,Banco Itaú Paraguay S.A.,F052025,"0,01|4,88","0,01|4,99","0,01|3,06","0,01|3,10","5,74|5,90","5,89|6,06","3,34|3,74","3,39|3,80","5,90|6,15","6,06|6,33","3,77|3,85","3,84|3,92","6,92|7,27","7,14|7,52","3,98|4,12","4,05|4,20"
BANCOS-Mayo-2025.pdf,Banco Continental S.A.E.C.A.,F052025,"-|0,22","-|0,22","-|0,18","-|0,18","3,50|4,25","3,56|4,33","2,50|3,50","2,52|3,56","6,30|6,40","6,49|6,59","2,75|3,75","2,75|3,82","5,30|5,50","5,43|5,64","3,55|4,50","3,55|4,59"
BANCOS-Mayo-2025.pdf,Banco BASA S.A.,F052025,"-|0,01","-|0,01","-|0,01","-|0,01","-|4,80","-|4,91","-|4,00","-|4,07","-|4,90","-|5,01","-|4,05","-|4,13","-|6,40","-|6,59","-|4,30","-|4,39"
BANCOS-Mayo-2025.pdf,Banco Rio S.A.E.C.A.,F052025,"0,25|0,25","0,25|0,25","0,25|0,25","0,25|0,25","6,40|6,40","6,56|6,56","2,50|3,50","2,52|3,55","6,80|6,80","6,98|6,98","4,55|5,30","4,63|5,41","6,05|6,50","6,19|6,66","4,55|5,00","4,63|5,09"
BANCOS-Mayo-2025.pdf,Banco Familiar S.A.E.C.A.,F052025,"0,05|0,05","0,05|0,05","0,01|0,01","0,01|0,01","1,65|3,15","1,66|3,20","1,50|2,25","1,51|2,27","1,65|3,80","1,66|3,87","1,50|2,50","1,51|2,53","5,75|7,00","5,90|7,23","3,65|5,05","3,71|5,17"
BANCOS-Mayo-2025.pdf,Banco Atlas S.A.,F052025,"0,05|0,10","0,05|0,10","0,01|0,03","0,01|0,03","0,05|4,10","0,05|4,18","0,01|3,59","0,01|3,65","0,05|5,81","0,05|5,97","0,01|3,87","0,01|3,94","0,05|6,24","0,05|6,42","0,01|4,60","0,01|4,70"
BANCOS-Mayo-2025.pdf,Bancop S.A.,F052025,"0,10|0,35","0,10|0,35","0,05|0,15","0,05|0,15","1,00|5,60","1,00|5,75","0,50|3,10","0,50|3,14","1,00|7,50","1,00|7,76","0,50|5,25","0,50|5,38","5,60|7,90","5,75|8,19","3,10|5,70","3,14|5,85"
BANCOS-Mayo-2025.pdf,Interfisa Banco S.A.E.C.A.,F052025,"0,15|1,22","0,15|1,23","0,04|0,88","0,04|0,88","2,50|5,34","2,53|5,48","0,10|4,00","0,10|4,08","4,00|5,85","4,08|6,02","0,30|3,99","0,30|4,07","5,50|8,02","5,65|8,35","2,15|5,61","2,17|5,77"
BANCOS-Mayo-2025.pdf,Banco Solar S.A.E.,F052025,"0,15|3,50","0,15|3,56","0,10|2,00","0,10|2,02","2,00|5,50","2,53|5,64","2,00|3,75","2,02|3,82","6,50|7,75","6,70|8,03","3,55|5,00","3,61|5,12","7,00|8,15","7,23|8,46","5,00|6,30","5,12|6,49"
BANCOS-Mayo-2025.pdf,UENO Bank S.A.,F052025,"0,01|0,25","0,01|0,25","0,01|0,10","0,01|0,10","0,90|3,93","0,90|4,00","0,75|2,96","0,75|3,00","4,75|6,55","4,85|6,75","3,04|4,89","3,08|5,00","7,25|8,65","7,50|9,00","6,00|6,78","6,17|6,99"
BANCOS-Mayo-2025.pdf,ZETA Banco S.A.E.C.A.,F052025,"0,05|0,50","0,05|0,50","0,05|0,50","0,05|0,50","0,50|4,00","0,50|4,07","0,50|2,00","0,50|2,02","2,00|5,00","2,02|5,12","1,00|4,00","1,00|4,07","3,00|8,50","3,04|8,84","2,00|5,50","2,02|5,64"
FINANCIERAS-Mayo-2025.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F052025,"0,01|0,50","0,01|0,50","0,01|0,35","0,01|0,35","1,00|1,50","1,00|1,51","-|-","-|-","2,00|4,00","2,02|4,06","1,50|2,00","1,51|2,02","4,00|6,00","4,06|6,14","2,00|3,50","2,02|3,55"
FINANCIERAS-Mayo-2025.pdf,Finlatina S.A. de Finanzas,F052025,"-|-","-|-","-|-","-|-","2,50|5,30","3,69|5,43","0,80|2,00","0,80|2,02","3,50|6,72","5,13|6,93","1,70|4,87","1,80|4,98","5,00|7,99","7,25|8,29","3,30|6,10","3,40|6,28"
FINANCIERAS-Mayo-2025.pdf,Tu Financiera S.A.,F052025,"0,10|0,30","0,10|0,30","0,01|0,30","0,01|0,30","2,00|4,00","2,02|4,07","0,30|1,10","0,30|1,11","4,00|4,89","4,07|5,00","3,00|3,93","3,04|4,00","7,10|8,55","7,34|8,89","3,55|5,00","3,61|5,12"
FINANCIERAS-Mayo-2025.pdf,FIC S.A. de Finanzas,F052025,"0,01|0,02","0,01|0,02","0,01|0,24","0,01|0,24","-|-","-|-","-|-","-|-","-|-","-|-","-|-","-|-","-|-","-|-","-|-","-|-"
BANCOS-Junio-2025.pdf,Banco Nacional de Fomento,F062025,"0,37|0,57","0,37|0,57","0,15|0,32","0,15|0,32","2,43|3,45","2,46|3,48","2,34|2,50","2,37|2,52","3,67|5,45","3,73|5,45","2,69|3,25","2,72|3,25","5,46|6,95","5,60|6,95","3,15|4,50","3,20|4,50"
BANCOS-Junio-2025.pdf,Banco de la Nación Argentina,F062025,"-|0,50","-|0,50","-|0,12","-|0,12","3,00|4,00","3,00|4,00","0,80|1,20","0,80|1,20","4,50|4,50","4,50|4,50","1,30|1,80","1,30|1,80","5,00|6,50","5,00|6,50","2,00|4,00","2,00|4,00"
BANCOS-Junio-2025.pdf,Banco GNB Paraguay S.A.,F062025,"-|0,01","-|0,01","-|0,01","-|0,01","2,50|4,00","2,53|4,07","1,05|1,50","1,06|1,51","4,00|5,50","4,07|5,64","1,50|2,50","1,51|2,53","5,50|7,00","5,64|7,23","2,50|3,50","2,53|3,56"
BANCOS-Junio-2025.pdf,Banco Do Brasil S.A.,F062025,"0,01|0,70","0,01|0,70","0,01|0,25","0,01|0,25","1,00|4,50","1,00|4,59","0,80|3,20","0,80|3,25","1,00|5,00","1,00|5,12","0,80|3,80","0,80|3,87","1,00|5,50","1,00|5,64","0,80|4,00","0,80|4,07"
BANCOS-Junio-2025.pdf,Citibank N.A.,F062025,"0,05|0,35","0,05|0,35","0,01|0,12","0,01|0,12","0,76|1,25","0,76|1,25","0,71|1,00","0,71|1,00","1,26|2,00","1,26|2,00","1,01|1,50","1,01|1,51","2,01|2,25","2,01|2,25","1,51|2,00","1,52|2,02"
BANCOS-Junio-2025.pdf,Sudameris Bank S.A.E.C.A.,F062025,"-|0,10","-|0,10","-|0,10","-|0,10","-|2,00","-|2,02","-|1,50","-|1,51","0,25|3,00","0,25|3,04","1,00|2,25","1,00|2,27","0,05|5,50","0,05|5,64","0,10|3,00","0,10|3,04"
BANCOS-Junio-2025.pdf,Banco Itaú Paraguay S.A.,F062025,"0,01|4,87","0,01|4,98","0,01|2,97","0,01|3,01","6,35|7,12","6,54|7,36","3,54|3,76","3,60|3,83","7,12|7,22","7,36|7,46","3,87|3,92","3,94|3,99","7,22|7,52","7,46|7,79","3,94|4,10","4,01|4,18"
BANCOS-Junio-2025.pdf,Banco Continental S.A.E.C.A.,F062025,"-|0,22","-|0,22","-|0,18","-|0,18","3,50|4,25","3,56|4,33","2,50|3,50","2,52|3,56","6,30|6,40","6,49|6,59","2,75|3,75","2,75|3,82","5,30|5,50","5,43|5,64","3,55|4,50","3,55|4,59"
BANCOS-Junio-2025.pdf,Banco BASA S.A.,F062025,"-|0,01","-|0,01","-|0,01","-|0,01","-|4,80","-|4,91","-|4,00","-|4,07","-|4,90","-|5,01","-|4,05","-|4,13","-|6,40","-|6,59","-|4,30","-|4,39"
BANCOS-Junio-2025.pdf,Banco Rio S.A.E.C.A.,F062025,"0,25|0,25","0,25|0,25","0,25|0,25","0,25|0,25","6,40|6,40","6,56|6,56","2,50|3,50","2,52|3,55","6,80|6,80","6,98|6,98","4,55|5,30","4,63|5,41","6,05|6,50","6,19|6,66","4,55|5,00","4,63|5,09"
BANCOS-Junio-2025.pdf,Banco Familiar S.A.E.C.A.,F062025,"0,05|0,05","0,05|0,05","0,01|0,01","0,01|0,01","1,65|3,15","1,66|3,20","1,50|2,25","1,51|2,27","1,65|3,80","1,66|3,87","1,50|2,50","1,51|2,53","5,75|7,00","5,90|7,23","3,65|5,05","3,71|5,17"
BANCOS-Junio-2025.pdf,Banco Atlas S.A.,F062025,"0,05|0,10","0,05|0,10","0,01|0,03","0,01|0,03","0,05|4,10","0,05|4,29","0,01|2,82","0,01|2,86","0,05|5,81","0,05|5,97","0,01|3,70","0,01|3,76","0,05|6,24","0,05|6,42","0,01|4,60","0,01|4,70"
BANCOS-Junio-2025.pdf,Bancop S.A.,F062025,"0,10|0,35","0,10|0,35","0,05|0,15","0,05|0,15","1,00|5,60","1,00|5,75","0,50|3,10","0,50|3,14","1,00|7,50","1,00|7,76","0,50|5,25","0,50|5,38","5,60|7,90","5,75|8,19","3,10|5,70","3,14|5,85"
BANCOS-Junio-2025.pdf,Interfisa Banco S.A.E.C.A.,F062025,"0,15|0,99","0,15|0,99","0,04|0,68","0,04|0,68","2,50|6,19","2,53|6,39","0,10|4,13","0,10|4,22","4,00|5,66","4,08|5,82","0,30|4,41","0,30|4,51","5,50|8,06","5,65|8,39","2,15|5,70","2,17|5,87"
BANCOS-Junio-2025.pdf,Banco Solar S.A.E.,F062025,"0,15|3,50","0,15|3,56","0,10|2,00","0,10|2,02","2,50|5,50","2,53|5,64","2,00|3,75","2,02|3,82","7,00|8,45","7,23|8,79","3,55|5,00","3,61|5,12","7,50|8,50","7,76|8,84","5,00|6,30","5,12|6,49"
BANCOS-Junio-2025.pdf,UENO Bank S.A.,F062025,"0,01|0,25","0,01|0,25","0,01|0,10","0,01|0,10","0,90|3,93","0,90|4,00","0,75|2,96","0,75|3,00","4,75|6,55","4,85|6,75","3,04|4,89","3,08|5,00","7,25|8,38","7,50|8,71","6,00|6,55","6,17|6,75"
BANCOS-Junio-2025.pdf,ZETA Banco S.A.E.C.A.,F062025,"0,05|0,50","0,05|0,50","0,05|0,50","0,05|0,50","0,50|4,00","0,50|4,07","0,50|2,00","0,50|2,02","2,00|5,00","2,02|5,12","1,00|4,00","1,00|4,07","3,00|8,50","3,04|8,84","2,00|5,50","2,02|5,64"
FINANCIERAS-Junio-2025.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F062025,"0,01|0,50","0,01|0,50","0,01|0,35","0,01|0,35","1,00|1,50","1,00|1,51","-|-","-|-","2,00|4,00","2,02|4,06","1,50|2,00","1,51|2,02","4,00|6,00","4,06|6,14","2,00|3,50","2,02|3,55"
FINANCIERAS-Junio-2025.pdf,Finlatina S.A. de Finanzas,F062025,"0,02|0,02","0,03|0,03","0,03|0,03","0,03|0,03","2,50|5,30","3,69|5,43","0,80|2,00","0,80|2,02","3,50|6,72","3,56|6,93","1,70|4,87","1,80|4,98","5,00|7,99","6,10|8,29","3,30|6,10","3,40|6,28"
FINANCIERAS-Junio-2025.pdf,Tu Financiera S.A.,F062025,"0,10|0,30","0,10|0,30","0,01|0,30","0,01|0,30","2,00|4,00","2,02|4,07","0,30|1,10","0,30|1,11","4,00|4,89","4,07|5,00","3,00|3,93","3,04|4,00","7,10|8,55","7,34|8,89","3,55|5,00","3,61|5,12"
FINANCIERAS-Junio-2025.pdf,FIC S.A. de Finanzas,F062025,"0,01|0,02","0,01|0,02","0,01|0,27","0,01|0,27","1,00|5,75","1,00|5,90","1,00|2,96","1,00|3,00","5,76|6,78","5,91|6,99","1,99|3,93","2,01|4,00","6,79|8,78","7,01|9,14","3,94|6,05","4,01|6,22"
BANCOS-Julio-2025.pdf,Banco Nacional de Fomento,F072025,"0,37|0,57","0,37|0,57","0,15|0,32","0,15|0,32","2,43|3,45","2,46|3,48","2,34|2,50","2,37|2,52","3,67|5,45","3,73|5,45","2,69|3,25","2,72|3,25","5,46|6,95","5,60|6,95","3,15|4,50","3,20|4,50"
BANCOS-Julio-2025.pdf,Banco de la Nación Argentina,F072025,"-|0,50","-|0,50","-|0,12","-|0,12","3,00|4,00","3,00|4,00","0,80|1,20","0,80|1,20","4,50|4,50","4,50|4,50","1,30|1,80","1,30|1,80","5,00|6,00","5,00|6,00","2,50|4,50","2,50|4,50"
BANCOS-Julio-2025.pdf,Banco GNB Paraguay S.A.,F072025,"-|0,01","-|0,01","-|0,01","-|0,01","2,50|4,00","2,53|4,07","1,05|1,50","1,06|1,51","4,00|5,50","4,07|5,64","1,50|2,50","1,51|2,53","5,50|7,00","5,64|7,23","2,50|3,50","2,53|3,56"
BANCOS-Julio-2025.pdf,Banco Do Brasil S.A.,F072025,"0,01|0,70","0,01|0,70","0,01|0,25","0,01|0,25","1,00|4,50","1,00|4,59","0,80|3,20","0,80|3,25","1,00|5,00","1,00|5,12","0,80|3,80","0,80|3,87","1,00|5,50","1,00|5,64","0,80|4,00","0,80|4,07"
BANCOS-Julio-2025.pdf,Citibank N.A.,F072025,"0,05|0,35","0,05|0,35","0,01|0,12","0,01|0,12","0,76|1,25","0,76|1,25","0,71|1,00","0,71|1,00","1,26|2,00","1,26|2,00","1,01|1,50","1,01|1,51","2,01|2,25","2,01|2,25","1,51|2,00","1,52|2,02"
BANCOS-Julio-2025.pdf,Sudameris Bank S.A.E.C.A.,F072025,"-|0,10","-|0,10","-|0,10","-|0,10","0,25|2,00","0,25|2,02","0,25|1,50","0,25|1,51","1,00|3,00","1,00|3,04","0,75|2,25","0,75|2,27","1,00|5,50","1,00|5,64","1,50|3,00","1,51|3,04"
BANCOS-Julio-2025.pdf,Banco Itaú Paraguay S.A.,F072025,"0,01|4,75","0,01|4,85","0,01|2,92","0,01|2,96","7,34|7,54","7,59|7,81","2,95|3,36","2,99|3,41","7,54|8,27","7,81|8,59","3,36|3,43","3,41|3,48","8,27|8,77","8,59|9,13","3,43|3,61","3,48|3,67"
BANCOS-Julio-2025.pdf,Banco Continental S.A.E.C.A.,F072025,"-|0,22","-|0,22","-|0,18","-|0,18","3,50|4,25","3,56|4,33","2,50|3,50","2,52|3,56","6,30|6,40","6,49|6,59","2,75|3,75","2,75|3,82","5,30|5,50","5,43|5,64","3,55|4,50","3,55|4,59"
BANCOS-Julio-2025.pdf,Banco BASA S.A.,F072025,"-|0,01","-|0,01","-|0,01","-|0,01","-|4,80","-|4,91","-|4,00","-|4,07","-|4,90","-|5,01","-|4,05","-|4,13","-|6,40","-|6,59","-|4,30","-|4,39"
BANCOS-Julio-2025.pdf,Banco Rio S.A.E.C.A.,F072025,"0,25|0,25","0,25|0,25","0,25|0,25","0,25|0,25","6,40|6,40","6,56|6,56","2,50|3,50","2,52|3,55","6,80|6,80","6,98|6,98","4,55|5,30","4,63|5,41","6,05|6,50","6,19|6,66","4,55|5,00","4,63|5,09"
BANCOS-Julio-2025.pdf,Banco Familiar S.A.E.C.A.,F072025,"0,05|0,05","0,05|0,05","0,01|0,01","0,01|0,01","1,65|3,15","1,66|3,20","1,50|2,25","1,51|2,27","1,65|3,80","1,66|3,87","1,50|2,50","1,51|2,53","5,75|7,00","5,90|7,23","3,65|5,05","3,71|5,17"
BANCOS-Julio-2025.pdf,Banco Atlas S.A.,F072025,"0,05|0,10","0,05|0,10","0,01|0,03","0,01|0,03","0,05|4,10","0,05|5,20","0,01|2,82","0,01|3,42","0,05|5,20","0,05|7,42","0,01|3,42","0,01|4,28","0,05|7,42","0,05|7,56","0,01|4,28","0,01|4,97"
BANCOS-Julio-2025.pdf,Bancop S.A.,F072025,"0,10|0,35","0,10|0,35","0,05|0,15","0,05|0,15","1,00|6,10","1,00|6,27","0,50|3,10","0,50|3,14","1,00|8,10","1,00|8,41","0,50|5,25","0,50|5,38","6,10|8,45","6,27|8,79","3,10|5,70","3,14|5,85"
BANCOS-Julio-2025.pdf,Interfisa Banco S.A.E.C.A.,F072025,"0,15|1,01","0,15|1,02","0,04|0,59","0,04|0,59","2,50|6,64","2,53|6,86","0,10|4,24","0,10|4,33","4,00|5,25","4,08|5,39","0,30|5,02","0,30|5,15","5,50|7,92","5,65|8,24","2,15|5,75","2,17|5,92"
BANCOS-Julio-2025.pdf,Banco Solar S.A.E.,F072025,"0,15|3,50","0,15|3,56","0,10|2,00","0,10|2,02","2,50|5,50","2,53|5,64","2,00|3,75","2,02|3,82","7,00|8,45","7,23|8,79","3,55|5,00","3,61|5,12","7,50|8,50","7,76|8,84","5,00|6,30","5,12|6,49"
BANCOS-Julio-2025.pdf,UENO Bank S.A.,F072025,"0,01|0,25","0,01|0,25","0,01|0,10","0,01|0,10","0,90|3,93","0,90|4,00","0,75|2,96","0,75|3,00","4,75|6,55","4,85|6,75","3,04|4,89","3,08|5,00","7,25|8,38","7,50|8,71","6,00|6,27","6,17|6,45"
BANCOS-Julio-2025.pdf,ZETA Banco S.A.E.C.A.,F072025,"0,05|0,50","0,05|0,50","0,05|0,50","0,05|0,50","0,50|4,00","0,50|4,07","0,50|2,00","0,50|2,02","2,00|5,00","2,02|5,12","1,00|4,00","1,00|4,07","3,00|8,50","3,04|8,84","2,00|5,50","2,02|5,64"
FINANCIERAS-Julio-2025.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F072025,"0,01|0,50","0,01|0,50","0,01|0,35","0,01|0,35","1,00|1,50","1,00|1,51","-|-","-|-","4,00|4,00","4,06|4,06","2,00|2,00","2,02|2,02","-|6,00","-|6,14","2,00|3,50","2,02|3,55"
FINANCIERAS-Julio-2025.pdf,Finlatina S.A. de Finanzas,F072025,"0,02|0,03","0,03|0,03","0,03|0,03","0,03|0,03","2,50|5,30","3,69|5,43","0,80|2,00","0,80|2,02","3,50|6,72","3,56|6,93","1,70|4,87","1,80|4,98","5,00|7,99","6,10|8,29","3,30|6,10","3,40|6,28"
FINANCIERAS-Julio-2025.pdf,Tu Financiera S.A.,F072025,"0,10|0,30","0,10|0,30","0,01|0,30","0,01|0,30","2,00|4,00","2,02|4,07","0,30|1,10","0,30|1,11","4,00|4,89","4,07|5,00","3,00|3,93","3,04|4,00","7,10|8,55","7,34|8,89","3,55|5,00","3,61|5,12"
FINANCIERAS-Julio-2025.pdf,FIC S.A. de Finanzas,F072025,"0,01|0,02","0,01|0,02","0,01|0,30","0,01|0,30","1,00|5,84","1,00|6,00","1,00|2,96","1,00|3,00","5,85|7,25","6,01|7,50","2,97|3,24","3,01|3,29","7,26|8,65","7,51|9,00","3,25|5,85","3,30|6,01"```
FINANCIERAS-Agosto-2025.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F082025,"0,01|0,50","0,01|0,50","0,01|0,35","0,01|0,35","1,00|1,50","1,00|1,51","-|-","-|-","4,00|4,00","4,06|4,06","2,00|2,00","2,02|2,02","-|6,00","-|6,14","2,00|3,50","2,02|3,55"
FINANCIERAS-Agosto-2025.pdf,Finlatina S.A. de Finanzas,F082025,"0,02|0,03","0,03|0,03","0,03|0,03","0,03|0,03","2,50|5,30","2,53|5,43","0,80|2,00","0,80|2,02","3,50|6,72","3,56|6,93","1,70|4,87","1,71|4,96","5,00|7,99","5,12|8,29","3,15|6,10","3,30|6,28"
FINANCIERAS-Agosto-2025.pdf,Tu Financiera S.A.,F082025,"0,10|0,30","0,10|0,30","0,01|0,30","0,01|0,30","2,00|4,00","2,02|4,07","0,30|1,10","0,30|1,11","4,00|4,89","4,07|5,00","3,00|3,93","3,04|4,00","7,10|8,55","7,34|8,89","3,55|5,00","3,61|5,12"
FINANCIERAS-Agosto-2025.pdf,FIC S.A. de Finanzas,F082025,"0,01|0,02","0,01|0,02","0,01|0,20","0,01|0,20","1,00|7,00","1,00|7,21","1,00|2,96","1,00|3,00","7,01|8,32","7,24|8,64","2,97|3,73","3,01|3,79","8,33|8,85","8,66|9,22","3,74|5,94","3,80|6,10"
BANCOS-Agosto-2025.pdf,Banco Nacional de Fomento,F082025,"0,02|0,50","0,02|0,50","0,02|0,08","0,02|0,08","2,43|3,45","2,46|3,48","2,34|2,50","2,37|2,52","3,67|5,45","3,73|5,45","2,69|3,25","2,72|3,25","5,46|6,95","5,60|6,95","3,15|4,50","3,20|4,50"
BANCOS-Agosto-2025.pdf,Banco de la Nación Argentina,F082025,"-|0,50","-|0,50","-|0,12","-|0,12","3,00|4,00","3,00|4,00","0,80|1,20","0,80|1,20","4,50|4,50","4,50|4,50","2,00|2,50","2,00|2,50","5,00|7,00","5,00|7,00","3,00|4,50","3,00|4,50"
BANCOS-Agosto-2025.pdf,Banco GNB Paraguay S.A.,F082025,"-|0,01","-|0,01","-|0,01","-|0,01","2,50|4,00","2,53|4,07","1,05|1,50","1,06|1,51","4,00|6,50","4,07|6,70","1,50|3,00","1,51|3,04","6,50|8,00","6,70|8,30","3,00|4,00","3,04|4,07"
BANCOS-Agosto-2025.pdf,Banco Do Brasil S.A.,F082025,"0,01|0,70","0,01|0,70","0,01|0,25","0,01|0,25","1,00|4,50","-|4,59","0,80|3,20","0,80|3,25","1,00|5,00","1,00|5,12","0,80|3,80","0,80|3,87","1,00|5,50","1,00|5,64","0,80|4,00","0,80|4,07"
BANCOS-Agosto-2025.pdf,Citibank N.A.,F082025,"0,05|0,35","0,05|0,35","0,01|0,12","0,01|0,12","0,76|1,25","0,76|1,25","0,71|1,00","0,71|1,00","1,26|2,00","1,26|2,00","1,01|1,50","1,01|1,51","2,01|2,25","2,01|2,25","1,51|2,00","1,52|2,02"
BANCOS-Agosto-2025.pdf,Sudameris Bank S.A.E.C.A.,F082025,"-|0,10","-|0,10","-|0,10","-|0,10","0,25|2,00","0,25|2,02","0,25|1,50","0,25|1,51","1,00|3,00","1,00|3,04","0,75|2,25","0,75|2,27","1,00|5,50","1,00|5,64","1,50|3,00","1,51|3,04"
BANCOS-Agosto-2025.pdf,Banco Itaú Paraguay S.A.,F082025,"0,01|1,92","0,01|2,00","0,01|1,90","0,01|1,93","7,73|8,77","8,01|9,13","3,04|3,05","3,08|3,09","8,77|8,87","9,13|9,24","3,35|3,50","3,40|3,56","8,87|9,27","9,24|9,67","3,50|3,69","3,56|3,75"
BANCOS-Agosto-2025.pdf,Banco Continental S.A.E.C.A.,F082025,"-|0,22","-|0,22","-|0,18","-|0,18","4,00|5,00","4,07|5,12","2,50|3,50","2,52|3,56","6,30|6,50","6,49|6,70","2,75|3,75","2,75|3,82","5,30|6,00","5,43|6,17","3,55|4,50","3,55|4,59"
BANCOS-Agosto-2025.pdf,Banco BASA S.A.,F082025,"-|0,01","-|0,01","-|0,01","-|0,01","-|4,80","-|4,91","-|3,50","-|3,56","-|4,90","-|5,01","-|4,00","-|4,07","-|7,80","-|8,08","-|4,30","-|4,39"
BANCOS-Agosto-2025.pdf,Banco Rio S.A.E.C.A.,F082025,"0,25|0,25","0,25|0,25","0,25|0,25","0,25|0,25","6,50|6,50","6,66|6,66","2,50|3,50","2,52|3,55","6,50|8,00","6,66|8,24","2,50|5,50","2,52|5,61","7,00|8,00","7,19|8,24","4,55|5,50","4,63|5,61"
BANCOS-Agosto-2025.pdf,Banco Familiar S.A.E.C.A.,F082025,"0,05|0,05","0,05|0,05","0,01|0,01","0,01|0,01","1,65|3,15","1,66|3,20","1,50|2,25","1,51|2,27","1,65|3,80","1,66|3,87","1,50|2,50","1,51|2,53","5,75|7,00","5,90|7,23","3,65|5,05","3,71|5,17"
BANCOS-Agosto-2025.pdf,Banco Atlas S.A.,F082025,"0,05|0,10","0,05|0,10","0,01|0,03","0,01|0,03","0,05|7,31","0,05|7,56","0,01|3,87","0,01|3,94","0,05|8,93","0,05|9,30","0,01|4,44","0,01|4,53","0,05|9,42","0,05|9,84","0,01|5,42","0,01|5,56"
BANCOS-Agosto-2025.pdf,Bancop S.A.,F082025,"0,25|0,50","0,25|0,50","0,10|0,25","0,10|0,25","1,00|7,40","1,00|7,66","0,50|3,60","0,50|3,66","1,00|9,20","1,00|9,60","0,50|5,70","0,50|5,85","8,90|9,40","9,27|9,82","5,60|6,20","5,75|6,38"
BANCOS-Agosto-2025.pdf,Interfisa Banco S.A.E.C.A.,F082025,"0,15|1,28","0,15|1,29","0,04|0,77","0,04|0,77","2,50|6,76","2,53|6,99","0,10|3,77","0,10|3,84","4,00|6,39","4,08|6,60","0,30|4,52","0,30|4,62","5,50|7,86","5,65|8,18","2,15|5,86","2,17|6,03"
BANCOS-Agosto-2025.pdf,Banco Solar S.A.E.,F082025,"0,15|3,50","0,15|3,56","0,10|2,00","0,10|2,02","2,50|6,00","2,53|6,17","2,00|3,75","2,02|3,82","7,00|9,00","7,23|9,38","4,50|5,15","4,59|5,27","7,50|9,50","7,76|9,93","6,00|6,30","6,17|6,49"
BANCOS-Agosto-2025.pdf,UENO Bank S.A.,F082025,"0,01|0,25","0,01|0,25","0,01|0,10","0,01|0,10","0,90|3,93","0,90|4,00","0,75|2,96","0,75|3,00","4,75|6,31","4,85|6,50","3,04|4,89","3,08|5,00","7,25|8,65","7,50|9,00","6,00|6,41","6,17|6,60"
BANCOS-Agosto-2025.pdf,ZETA Banco S.A.E.C.A.,F082025,"0,05|0,50","0,05|0,50","0,05|0,50","0,05|0,50","0,50|4,00","0,50|4,07","0,50|2,00","0,50|2,02","2,00|5,00","2,02|5,12","1,00|4,00","1,00|4,07","3,00|8,50","3,04|8,84","2,00|5,50","2,02|5,64"
