Archivo Fuente,Entidad,Fecha,Caja Ahorro M/L Nominal,Caja Ahorro M/L Efectiva,Caja Ahorro M/E Nominal,Caja Ahorro M/E Efectiva,CDA <= 180 M/L Nominal,CDA <= 180 M/L Efectiva,CDA <= 180 M/E Nominal,CDA <= 180 M/E Efectiva,CDA <= 365 M/L Nominal,CDA <= 365 M/L Efectiva,CDA <= 365 M/E Nominal,CDA <= 365 M/E Efectiva,CDA > 365 M/L Nominal,CDA > 365 M/L Efectiva,CDA > 365 M/E Nominal,CDA > 365 M/E Efectiva
Bancos-Junio-2013.pdf,Visión Banco S.A.E.C.A.,B062013,"0,50|0,50","0,50|0,50","0,01|0,10","0,01|0,10","4,10|4,80","4,18|4,91","2,00|2,10","2,02|2,12","6,15|8,50","6,33|8,84","4,00|4,50","4,07|4,59",-|-,-|-,-|-,-|-
Bancos-Marzo-2013.pdf,Banco Amambay S.A.,B032013,"0,05|0,25","0,05|0,25","0,01|0,20","0,01|0,20","0,50|2,00","0,50|2,02","0,75|2,00","0,75|2,02","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53"
Bancos-Marzo-2013.pdf,Banco Atlas S.A.,B032013,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","2,00|4,00","2,02|4,07","0,50|2,50","0,50|2,53","3,00|8,00","3,04|8,30","1,50|4,50","1,51|4,59",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B032013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","0,75|3,50","0,75|3,53","0,25|1,00","0,25|1,00","2,00|5,50","2,00|5,50","0,50|3,00","0,50|3,00","2,00|5,50","2,00|5,50","0,50|3,00","0,50|3,00"
Bancos-Marzo-2013.pdf,Banco Continental S.A.E.C.A.,B032013,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|3,00","0,25|3,04","0,70|1,50","0,70|1,51","2,00|7,00","2,00|7,23","1,80|3,00","1,80|3,04",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Banco Do Brasil S.A.,B032013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,00|4,00","4,00|4,07","0,30|0,50","0,30|0,50"
Bancos-Marzo-2013.pdf,Banco Familiar S.A.E.C.A.,B032013,"0,45|0,45","0,45|0,45","0,20|0,20","0,20|0,20","2,00|5,00","2,02|5,12","1,00|3,75","1,00|3,82","5,00|7,00","5,12|7,23","3,00|4,00","3,04|4,07",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Banco Itapúa S.A.E.C.A.,B032013,"0,25|0,70","0,25|0,70","0,15|0,35","0,15|0,35","0,75|6,00","0,75|6,17","1,00|4,00","1,00|4,07","3,25|9,00","3,30|9,38","2,25|6,00","2,27|6,17","3,25|9,00","3,30|9,38","2,25|6,00","2,27|6,17"
Bancos-Marzo-2013.pdf,Banco Itaú Paraguay S.A.,B032013,"0,05|3,00","0,05|3,04","0,05|1,50","0,05|1,51","1,00|5,00","1,00|5,12","0,40|3,50","0,40|3,56","1,00|7,00","1,00|7,23","0,70|4,25","0,70|4,33",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Banco Nacional de Fomento,B032013,"0,05|0,19","0,05|0,19","0,07|0,17","0,07|0,17","1,20|2,50","1,21|2,52","1,85|2,30","1,87|2,32","2,70|3,75","2,73|3,80","2,95|3,50","2,99|3,55",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Banco Regional S.A.E.C.A,B032013,"0,05|1,00","0,05|1,00","0,05|0,20","0,05|0,20","2,00|4,00","2,02|4,07","1,00|2,50","1,00|2,53","3,00|6,00","3,04|6,17","2,50|4,50","2,53|4,59",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Banco de la Nación Argentina,B032013,"0,20|0,48","0,20|0,48","0,05|0,15","0,05|0,15","0,80|2,50","0,80|2,52","0,80|2,00","0,80|2,01","4,00|4,00","4,00|4,00","3,00|3,00","3,00|3,00",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Bancop S.A.,B032013,"0,25|1,00","0,25|1,00","0,20|0,40","0,20|0,40","3,00|6,00","3,04|6,17","2,00|4,00","2,02|4,07","9,00|11,00","9,38|11,57","2,50|5,50","2,53|5,64",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Citibank N.A.,B032013,"0,01|0,65","0,01|0,65","0,01|0,19","0,01|0,19","1,00|5,25","1,00|5,38","0,20|2,00","0,20|2,02","1,25|5,50","1,26|5,64","0,50|3,50","0,50|3,56","1,25|5,50","1,26|5,64","0,50|3,50","0,50|3,56"
Bancos-Marzo-2013.pdf,HSBC Bank Paraguay S.A.,B032013,"0,03|0,30","0,03|0,30","0,05|0,10","0,05|0,10","0,25|0,75","0,25|0,75","0,10|0,50","0,10|0,50","1,50|3,50","1,51|3,55","0,25|1,10","0,25|1,10",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Marzo-2013.pdf,Sudameris Bank S.A.E.C.A.,B032013,"0,00%|0,30","0,00%|0,30","0,00%|0,30","0,00%|0,30","1,00|1,75","1,00|1,76","1,00|1,30","1,00|1,31","1,75|3,50","1,76|3,56","1,45|2,30","1,46|2,32","1,75|3,50","1,76|3,56","1,45|2,30","1,46|2,32"
Bancos-Marzo-2013.pdf,Visión Banco S.A.E.C.A.,B032013,"0,50|0,50","0,50|0,50","0,01|0,10","0,01|0,10","4,10|4,85","4,18|4,96","2,15|2,25","2,17|2,27","6,15|8,25","6,33|8,57","4,25|4,65","4,33|4,75",N/A|N/A,N/A|N/A,N/A|N/A,N/A|N/A
Bancos-Octubre-2013.pdf,Banco Amambay S.A.,B102013,"0,05|0,25","0,05|0,25","0,01|0,20","0,01|0,20","0,50|2,00","0,50|2,02","0,75|2,00","0,75|2,02","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53"
Bancos-Octubre-2013.pdf,Banco Atlas S.A.,B102013,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","2,00|4,00","2,02|4,07","0,50|2,50","0,50|2,53","3,00|8,00","3,04|8,30","1,50|4,50","1,51|4,59",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B102013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","0,75|3,50","0,75|3,53","0,25|1,00","0,25|1,00","2,00|4,50","2,00|4,50","0,50|3,00","0,50|3,00","2,00|4,50","2,00|4,50","0,50|3,00","0,50|3,00"
Bancos-Octubre-2013.pdf,Banco Continental S.A.E.C.A.,B102013,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|3,00","0,25|3,04","0,70|1,25","0,70|1,26","2,00|7,00","2,00|7,23","1,80|3,00","1,80|3,04",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Banco Do Brasil S.A.,B102013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50"
Bancos-Octubre-2013.pdf,Banco Familiar S.A.E.C.A.,B102013,"0,45|0,45","0,45|0,45","0,20|0,20","0,20|0,20","2,00|5,00","2,02|5,12","1,00|2,50","1,00|2,53","5,00|7,00","5,12|7,23","3,00|3,50","3,04|3,56",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Banco Itapúa S.A.E.C.A.,B102013,"0,25|0,70","0,25|0,70","0,15|0,35","0,15|0,35","0,75|4,00","0,75|4,00","1,00|2,40","1,00|2,43","3,25|6,50","3,30|6,70","2,25|5,00","2,27|5,12","3,25|6,50","3,30|6,70","2,25|5,00","2,27|5,12"
Bancos-Octubre-2013.pdf,Banco Itaú Paraguay S.A.,B102013,"0,05|4,00","0,05|4,07","0,05|2,00","0,05|2,02","1,00|7,00","1,00|7,23","0,40|3,00","0,40|3,04","1,00|11,00","1,00|11,57","0,70|4,25","0,70|4,33",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Banco Nacional de Fomento,B102013,"0,05|0,19","0,05|0,19","0,07|0,17","0,07|0,17","1,20|2,50","1,21|2,52","1,05|1,30","1,06|1,31","2,70|3,75","2,73|3,80","2,95|3,50","2,99|3,55",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Banco Regional S.A.E.C.A,B102013,"0,05|1,00","0,05|1,00","0,05|0,20","0,05|0,20","2,00|4,00","2,02|4,07","1,00|1,25","1,00|1,26","3,00|6,00","3,04|6,17","2,50|4,50","2,53|4,59",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Banco de la Nación Argentina,B102013,"0,20|0,48","0,20|0,48","-|0,12","-|0,12","0,80|2,50","0,80|2,52","0,20|0,40","0,20|0,40","4,00|4,00","4,00|4,00","2,50|2,50","2,50|2,50",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Bancop S.A.,B102013,"0,25|1,00","0,25|1,00","0,20|0,40","0,20|0,40","3,00|6,30","3,04|6,42","0,80|3,50","0,80|4,07","9,00|10,50","9,38|11,02","3,00|6,00","3,04|6,17",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Citibank N.A.,B102013,"0,01|0,65","0,01|0,65","0,01|0,19","0,01|0,19","1,00|4,25","1,00|4,33","0,20|1,50","0,20|1,51","1,25|4,50","1,26|4,59","0,50|2,00","0,50|2,02","1,25|4,50","1,26|4,59","0,50|2,00","0,50|2,02"
Bancos-Octubre-2013.pdf,HSBC Bank Paraguay S.A.,B102013,"0,01|0,50","0,01|0,50","0,01|0,21","0,01|0,21","2,47|4,47","2,50|4,56","0,35|1,85","0,35|1,87","4,03|6,03","4,11|6,20","1,10|3,10","1,11|3,14",-|-,-|-,-|-,-|-
Bancos-Octubre-2013.pdf,Sudameris Bank S.A.E.C.A.,B102013,"0,10|0,10","0,10|0,10","-|0,30","-|0,30","1,75|3,50","1,76|3,56","1,00|1,30","1,00|1,31","3,50|5,25","3,56|5,38","2,75|4,50","2,79|4,59","3,50|5,25","3,56|5,38","2,75|4,50","2,79|4,59"
Bancos-Octubre-2013.pdf,Visión Banco S.A.E.C.A.,B102013,"0,50|0,50","0,50|0,50","0,01|0,10","0,01|0,10","4,00|4,10","4,07|4,18","0,40|0,85","0,40|0,85","7,00|7,30","7,23|7,56","4,00|4,25","4,07|4,33",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Banco Amambay S.A.,B112013,"0,05|0,25","0,05|0,25","0,01|0,20","0,01|0,20","0,50|2,00","0,50|2,02","0,75|2,00","0,75|2,02","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53"
Bancos-noviembre-2013.pdf,Banco Atlas S.A.,B112013,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","2,00|4,00","2,02|4,07","0,50|2,50","0,50|2,53","3,00|8,00","3,04|8,30","1,50|4,50","1,51|4,59",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B112013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","0,75|3,50","0,75|3,53","0,25|1,00","0,25|1,00","2,00|4,50","2,00|4,50","0,50|3,00","0,50|3,00","2,00|4,50","2,00|4,50","0,50|3,00","0,50|3,00"
Bancos-noviembre-2013.pdf,Banco Continental S.A.E.C.A.,B112013,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|3,00","0,25|3,04","0,70|1,25","0,70|1,26","2,00|7,00","2,00|7,23","1,80|3,00","1,80|3,04",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Banco Do Brasil S.A.,B112013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50"
Bancos-noviembre-2013.pdf,Banco Familiar S.A.E.C.A.,B112013,"0,45|0,45","0,45|0,45","0,20|0,20","0,20|0,20","2,00|5,00","2,02|5,12","1,00|2,50","1,00|2,53","5,00|7,00","5,12|7,23","3,00|3,50","3,04|3,56",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Banco Itapúa S.A.E.C.A.,B112013,"0,25|0,70","0,25|0,70","0,15|0,35","0,15|0,35","0,75|4,00","0,75|4,07","1,00|1,60","1,00|1,61","3,25|6,50","3,30|6,70","2,25|5,00","2,27|5,12","3,25|6,50","3,30|6,70","2,25|5,00","2,27|5,12"
Bancos-noviembre-2013.pdf,Banco Itaú Paraguay S.A.,B112013,"0,05|4,00","0,05|4,07","0,05|2,00","0,05|2,02","1,00|7,00","1,00|7,23","0,40|3,00","0,40|3,04","1,00|11,00","1,00|11,57","0,70|4,25","0,70|4,33",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Banco Nacional de Fomento,B112013,"0,05|0,19","0,05|0,19","0,07|0,17","0,07|0,17","1,20|2,50","1,21|2,52","1,05|1,30","1,06|1,31","2,70|3,75","2,73|3,80","2,95|3,50","2,99|3,55",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Banco Regional S.A.E.C.A,B112013,"0,05|1,00","0,05|1,00","0,05|0,20","0,05|0,20","2,00|4,00","2,02|4,07","1,00|1,25","1,00|1,26","3,00|6,00","3,04|6,17","2,50|4,50","2,53|4,59",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Banco de la Nación Argentina,B112013,"0,20|0,48","0,20|0,48","-|0,12","-|0,12","0,80|2,50","0,80|2,52","0,20|0,40","0,20|0,40","4,00|4,00","4,00|4,00","2,50|2,50","2,50|2,50",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Bancop S.A.,B112013,"0,25|1,00","0,25|1,00","0,20|0,40","0,20|0,40","2,50|4,50","2,53|4,59","0,80|1,60","0,80|1,61","7,00|9,00","7,23|9,38","2,50|4,00","2,53|4,07",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Citibank N.A.,B112013,"0,01|0,65","0,01|0,65","0,01|0,19","0,01|0,19","1,00|4,25","1,00|4,33","0,20|1,50","0,20|1,51","1,25|4,50","1,26|4,59","0,50|2,00","0,50|2,02","1,25|4,50","1,26|4,59","0,50|2,00","0,50|2,02"
Bancos-noviembre-2013.pdf,HSBC Bank Paraguay S.A.,B112013,"0,01|0,50","0,01|0,50","0,01|0,21","0,01|0,21","2,38|4,38","2,41|4,47","0,33|1,33","0,33|1,39","4,02|6,02","4,10|6,19","1,10|3,10","1,11|3,14",-|-,-|-,-|-,-|-
Bancos-noviembre-2013.pdf,Sudameris Bank S.A.E.C.A.,B112013,"0,10|0,10","0,10|0,10","-|0,30","-|0,30","1,75|3,50","1,76|3,56","1,00|1,30","1,00|1,31","3,50|5,25","3,56|5,38","2,75|4,50","2,79|4,59","3,50|5,25","3,56|5,38","2,75|4,50","2,79|4,59"
Bancos-noviembre-2013.pdf,Visión Banco S.A.E.C.A.,B112013,"0,50|0,50","0,50|0,50","0,01|0,10","0,01|0,10","4,00|4,25","4,07|4,33","0,40|0,55","0,40|0,55","6,75|7,00","6,96|7,23","3,50|3,75","3,56|3,82",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Banco Amambay S.A.,B092013,"0,05|0,25","0,05|0,25","0,01|0,20","0,01|0,20","0,50|2,00","0,50|2,02","0,75|2,00","0,75|2,02","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53","2,75|5,00","2,78|5,12","1,75|2,50","1,76|2,53"
Bancos-septiembre-2013.pdf,Banco Atlas S.A.,B092013,"0,10|0,20","0,10|0,20","0,05|0,10","0,05|0,10","2,00|4,00","2,02|4,07","0,50|2,50","0,50|2,53","3,00|8,00","3,04|8,30","1,50|4,50","1,51|4,59",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Banco Bilbao Viscaya Argentaria Paraguay S.A.,B092013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","0,75|3,50","0,75|3,53","0,25|1,00","0,25|1,00","2,00|4,50","2,00|4,50","0,50|3,00","0,50|3,00","2,00|4,50","2,00|4,50","0,50|3,00","0,50|3,00"
Bancos-septiembre-2013.pdf,Banco Continental S.A.E.C.A.,B092013,"0,10|0,22","0,10|0,22","0,08|0,18","0,08|0,18","0,25|3,00","0,25|3,04","0,70|1,25","0,70|1,26","2,00|7,00","2,00|7,23","1,80|3,00","1,80|3,04",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Banco Do Brasil S.A.,B092013,"0,05|0,05","0,05|0,05","0,05|0,05","0,05|0,05","1,00|2,00","1,00|2,00","0,15|0,15","0,15|0,15","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50","2,00|4,00","2,00|4,07","0,30|0,50","0,30|0,50"
Bancos-septiembre-2013.pdf,Banco Familiar S.A.E.C.A.,B092013,"0,45|0,45","0,45|0,45","0,20|0,20","0,20|0,20","2,00|5,00","2,02|5,12","1,00|2,50","1,00|2,53","5,00|7,00","5,12|7,23","3,00|3,50","3,04|3,56",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Banco Itapúa S.A.E.C.A.,B092013,"0,25|0,70","0,25|0,70","0,15|0,35","0,15|0,35","0,75|4,00","0,75|4,07","1,00|2,40","1,00|2,43","3,25|6,50","3,30|6,70","2,25|5,00","2,27|5,12","3,25|6,50","3,30|6,70","2,25|5,00","2,27|5,12"
Bancos-septiembre-2013.pdf,Banco Itaú Paraguay S.A.,B092013,"0,05|4,00","0,05|4,07","0,05|2,00","0,05|2,02","1,00|7,00","1,00|7,23","0,40|3,00","0,40|3,04","1,00|11,00","1,00|11,57","0,70|4,25","0,70|4,33",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Banco Nacional de Fomento,B092013,"0,05|0,19","0,05|0,19","0,07|0,17","0,07|0,17","1,20|2,50","1,21|2,52","1,05|1,30","1,06|1,31","2,70|3,75","2,73|3,80","2,95|3,50","2,99|3,55",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Banco Regional S.A.E.C.A,B092013,"0,05|1,00","0,05|1,00","0,05|0,20","0,05|0,20","2,00|4,00","2,02|4,07","1,00|1,25","1,00|1,26","3,00|6,00","3,04|6,17","2,50|4,50","2,53|4,59",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Banco de la Nación Argentina,B092013,"0,20|0,48","0,20|0,48","-|0,12","-|0,12","0,80|2,50","0,80|2,52","0,20|0,40","0,20|0,40","4,00|4,00","4,00|4,00","2,50|2,50","2,50|2,50",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Bancop S.A.,B092013,"0,25|1,00","0,25|1,00","0,20|0,40","0,20|0,40","3,00|6,30","3,04|6,42","2,40|2,43","2,50|2,53","9,00|11,00","9,38|11,57","3,00|6,00","3,04|6,17",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Citibank N.A.,B092013,"0,01|0,65","0,01|0,65","0,01|0,19","0,01|0,19","1,00|4,25","1,00|4,33","0,20|1,30","0,20|1,31","1,25|4,50","1,26|4,59","0,50|2,50","0,50|2,53","1,25|4,50","1,26|4,59","0,50|2,50","0,50|2,53"
Bancos-septiembre-2013.pdf,HSBC Bank Paraguay S.A.,B092013,"0,01|0,50","0,01|0,50","0,01|0,21","0,01|0,21","2,47|4,47","2,50|4,56","0,56|1,26","0,56|1,27","4,03|6,03","4,10|6,20","1,10|3,10","1,11|3,14",-|-,-|-,-|-,-|-
Bancos-septiembre-2013.pdf,Sudameris Bank S.A.E.C.A.,B092013,"0,10|0,10","0,10|0,10","-|0,30","-|0,30","1,75|3,50","1,76|3,56","1,00|1,30","1,00|1,31","3,50|5,25","3,56|5,38","2,75|4,50","2,79|4,59","3,50|5,25","3,56|5,38","2,75|4,50","2,79|4,59"
Bancos-septiembre-2013.pdf,Visión Banco S.A.E.C.A.,B092013,"0,50|0,50","0,50|0,50","0,01|0,10","0,01|0,10","4,00|4,10","4,07|4,18","0,40|0,85","0,40|0,85","7,00|7,30","7,23|7,56","4,00|4,50","4,07|4,60",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Ara SA de Finanzas,F042013,"-|0,64","-|0,64","-|0,84","-|0,84","1,00|10,30","1,00|10,80","1,00|11,90","1,00|12,57","5,00|11,80","5,12|12,46","3,00|11,00","3,04|11,57",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Crisol y Encarnación Financiera S.A. (CEFISA),F042013,"0,65|0,65","0,65|0,65","0,10|0,15","0,10|0,15","3,25|4,75","3,30|4,85","2,00|3,00","2,02|3,04","5,75|8,25","5,90|8,57","3,25|4,75","3,30|4,85",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,El Comercio Financiera S.A.E.C.A.,F042013,"-|0,25","-|0,25","-|0,10","-|0,10","1,00|5,00","1,00|5,12","1,00|4,00","1,00|4,07","5,00|8,00","5,12|8,30","3,00|5,00","3,04|5,12",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Financiera Exportadora Paraguaya S.A.(FINEXPAR),F042013,"0,10|0,46","0,10|0,46","0,10|0,24","0,10|0,24","3,50|5,00","3,56|5,12","2,00|4,00","2,02|4,07","8,00|10,50","8,30|11,02","3,60|4,00","3,66|4,07",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Financiera Internacional Santa Ana S.A.,F042013,"0,50|0,64","0,50|0,64","0,24|0,25","0,24|0,25","5,00|10,00","5,09|10,38",-|-,-|-,"9,00|12,00","9,38|12,55","3,00|6,00","3,12|6,17",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F042013,"0,50|0,50","0,50|0,50","0,30|0,30","0,30|0,30","1,00|3,00","1,00|3,03","1,00|3,00","1,00|3,03","3,00|7,00","3,03|7,19","2,00|4,00","2,02|4,06",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Financiera Rio S.A.,F042013,"0,10|0,60","0,10|0,60","0,10|0,45","0,10|0,45","1,50|6,50","1,51|6,69","1,00|3,50","1,00|3,56","3,00|10,00","3,04|10,47","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Finlatina S.A. de Finanzas,F042013,"0,65|0,65","0,65|0,65",-|-,-|-,"2,00|10,00","2,01|10,25","1,50|9,00","1,51|9,20","6,00|12,00","6,16|12,68","3,00|11,00","3,04|11,57",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Fondo Ganadero,F042013,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Grupo Internacional de Finanzas S.A.E.C.A. (INTERFISA),F042013,"0,60|0,60","0,60|0,60","0,45|0,45","0,45|0,45","2,25|5,25","2,27|5,38","2,25|3,75","2,27|3,82","7,50|10,00","7,76|10,47","3,25|4,75","3,30|4,85",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Solar S.A.,F042013,"0,10|0,60","0,10|0,60","0,05|0,25","0,05|0,25","3,00|6,75","3,03|6,92",-|-,-|-,"1,50|12,00","1,51|12,55","0,50|4,25","0,50|4,30",-|-,-|-,-|-,-|-
Financiera-Abril-2013.pdf,Tu Financiera S.A.,F042013,-|-,-|-,-|-,-|-,"4,00|7,00","4,07|7,23","1,00|2,00","1,00|2,02","7,00|9,00","7,23|9,38","3,00|4,00","3,04|4,07",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Ara SA de Finanzas,F082013,"-|0,64","-|0,64","-|0,42","-|0,42","1,00|8,70","1,00|9,06","1,00|9,83","1,00|10,29","5,00|13,18","5,12|14,01","3,00|11,17","3,04|11,76",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Crisol y Encarnación Financiera S.A. (CEFISA),F082013,"0,65|0,65","0,65|0,65","0,10|0,15","0,10|0,15","1,00|2,50","1,00|2,53","1,75|2,75","1,76|2,78","3,50|6,00","3,56|6,17","3,00|4,50","3,04|4,59",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,El Comercio Financiera S.A.E.C.A.,F082013,"-|0,25","-|0,25","-|0,10","-|0,10","1,00|5,00","1,00|5,12","1,00|4,00","1,00|4,07","5,00|8,00","5,12|8,30","2,50|5,00","2,53|5,12","5,00|8,00","5,12|8,30","3,00|5,00","3,04|5,12"
Financieras-Agosto-2013.pdf,Financiera Exportadora Paraguaya S.A.(FINEXPAR),F082013,"0,10|0,46","0,10|0,46","0,10|0,24","0,10|0,24","3,50|8,00","3,56|8,30","2,00|5,00","2,02|5,12","8,00|10,50","8,30|11,02","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Financiera Internacional Santa Ana S.A.,F082013,"0,50|0,64","0,50|0,64","0,12|0,20","0,12|0,20","6,00|8,00","6,17|8,30",-|-,-|-,"9,00|12,00","9,38|12,68","3,00|5,00","3,12|5,06",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Financiera Paraguayo - Japonesa S.A.E.C.A.,F082013,"0,50|0,50","0,50|0,50","0,30|0,30","0,30|0,30","1,00|3,00","1,00|3,03","1,00|3,00","1,00|3,03","3,00|7,00","3,03|7,19","2,00|4,00","2,02|4,06",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Financiera Rio S.A.,F082013,"0,10|0,60","0,10|0,60","0,10|0,40","0,10|0,40","1,50|6,00","1,51|6,17","1,00|3,50","1,00|3,56","3,00|10,00","3,04|10,47","3,00|5,50","3,04|5,64",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Finlatina S.A. de Finanzas,F082013,"0,64|0,64","0,65|0,65",-|-,-|-,"2,00|9,00","2,01|9,30","1,50|10,00","1,51|10,38","6,00|13,20","6,16|14,04","3,00|11,15","3,04|11,75",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Fondo Ganadero,F082013,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Grupo Internacional de Finanzas S.A.E.C.A. (INTERFISA),F082013,"0,60|0,60","0,60|0,60","0,30|0,30","0,30|0,30","2,25|6,00","2,27|6,17","2,25|3,75","2,27|3,82","7,00|9,50","7,23|9,93","3,25|4,75","3,30|4,85",-|-,-|-,-|-,-|-
Financieras-Agosto-2013.pdf,Solar S.A.,F082013,"0,10|0,60","0,10|0,60","0,05|0,25","0,05|0,25","1,50|6,10","1,51|6,19","0,50|3,25","0,50|3,28","3,70|10,50","3,73|10,78","1,70|4,25","1,72|4,30",-|-,-|-,-|-,-|-
